Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	17.523714065551758	1000	2000	-0.10937612852624512	-783.3170458937343	5	2000
1	33.83643817901611	1000	3000	-0.10937612852624512	-3004.595537955196	6	3000
2	50.02773714065552	1000	4000	-0.10937612852624512	-133.7043689960721	9	4000
3	66.3401792049408	1000	5000	-0.10937612852624512	-64.54523121510678	15	5000
4	82.51537942886353	1000	6000	-0.10937612852624512	-211.10459820237998	17	6000
5	98.71050214767456	1000	7000	-0.10937612852624512	-34.79401886572248	19	7000
6	114.90434837341309	1000	8000	-0.10937612852624512	-2489.690199253479	20	8000
7	131.14445900917053	1000	9000	-0.10937612852624512	-89.03500853998253	24	9000
8	147.39705228805542	1000	10000	-0.10937612852624512	-547.560024158218	50	10000
9	163.59119844436646	1000	11000	-0.10937612852624512	-11.834149483057498	57	11000
10	179.77833032608032	1000	12000	-0.10937612852624512	-2461.3424664237164	58	12000
11	195.96220231056213	1000	13000	-0.10937612852624512	-162.65161926261604	61	13000
12	212.26999521255493	1000	14000	-0.10937612852624512	-2957.8893444855935	62	14000
13	228.4753601551056	1000	15000	-0.10937612852624512	-3001.130801017244	63	15000
14	244.6544120311737	1000	16000	-0.10937612852624512	-3005.527201853906	64	16000
15	260.7965943813324	1000	17000	-0.10937612852624512	-3004.993843126327	65	17000
16	277.0119023323059	1000	18000	-0.10937612852624512	-3008.5634314337144	66	18000
17	293.1469624042511	1000	19000	-0.10937612852624512	-3001.8482708950078	67	19000
18	309.29150223731995	1000	20000	-0.10937612852624512	-3004.5546084799216	68	20000
19	325.47975420951843	1000	21000	-0.10937612852624512	-3007.3262694018513	69	21000
20	341.6391050815582	1000	22000	-0.10937612852624512	-3001.6192481624507	70	22000
21	357.8507492542267	1000	23000	-0.10937612852624512	-3003.368475269774	71	23000
22	374.04207730293274	1000	24000	-0.10937612852624512	-3001.9818572923427	72	24000
23	390.22442603111267	1000	25000	-0.10937612852624512	-3002.089927626366	73	25000
24	406.36425018310547	1000	26000	-0.10937612852624512	-3007.222525343451	74	26000
25	422.4984200000763	1000	27000	-0.10937612852624512	-2994.4022901650937	75	27000
26	438.68283009529114	1000	28000	-0.10937612852624512	-3004.368568665129	76	28000
27	454.8514623641968	1000	29000	-0.10937612852624512	-3004.2229520979336	77	29000
28	471.0335690975189	1000	30000	-0.10937612852624512	-3003.9626244630704	78	30000
29	487.2070462703705	1000	31000	-0.10937612852624512	-3006.105120996423	79	31000
30	503.4056010246277	1000	32000	-0.10937612852624512	-3003.7529310006653	80	32000
31	519.5690832138062	1000	33000	-0.10937612852624512	-3005.749084337498	81	33000
32	535.787061214447	1000	34000	-0.10937612852624512	-3002.091730149148	82	34000
33	551.9939713478088	1000	35000	-0.10937612852624512	-3004.815392634153	83	35000
34	568.1846902370453	1000	36000	-0.10937612852624512	-3003.0014838719762	84	36000
35	584.3654601573944	1000	37000	-0.10937612852624512	-3004.678979367414	85	37000
36	600.5738322734833	1000	38000	-0.10937612852624512	-3002.827468145092	86	38000
37	616.7821471691132	1000	39000	-0.10937612852624512	-3008.7533824704697	87	39000
38	632.9669330120087	1000	40000	-0.10937612852624512	-3002.883478140975	88	40000
39	649.1461582183838	1000	41000	-0.10937612852624512	-3006.6742974499316	89	41000
40	665.3378293514252	1000	42000	-0.10937612852624512	-3002.910579549426	90	42000
41	681.5426549911499	1000	43000	-0.10937612852624512	-3002.71239683084	91	43000
42	697.7656493186951	1000	44000	-0.10937612852624512	-3004.1440411956505	92	44000
43	713.9706151485443	1000	45000	-0.10937612852624512	-3003.8819661630255	93	45000
44	730.1734251976013	1000	46000	-0.10937612852624512	-3004.2339612824085	94	46000
45	746.413987159729	1000	47000	-0.10937612852624512	-3004.8765938738875	95	47000
46	762.5760841369629	1000	48000	-0.10937612852624512	-3002.9123824721814	96	48000
47	778.7965953350067	1000	49000	-0.10937612852624512	-3003.837015857028	97	49000
48	794.9659492969513	1000	50000	-0.10937612852624512	-3003.8478042277575	98	50000
49	811.1990053653717	1000	51000	-0.10937612852624512	-3005.9080336230195	99	51000
50	827.3695042133331	1000	52000	-0.10937612852624512	-3006.379384971606	100	52000
51	843.5650231838226	1000	53000	-0.10937612852624512	-3002.6121785320797	101	53000
52	859.7521622180939	1000	54000	-0.10937612852624512	-3003.186709086212	102	54000
53	875.9554822444916	1000	55000	-0.10937612852624512	-3003.4112807975066	103	55000
54	892.1243860721588	1000	56000	-0.10937612852624512	-3002.5259330573567	104	56000
55	908.3291101455688	1000	57000	-0.10937612852624512	-2998.237120293901	105	57000
56	924.4910242557526	1000	58000	-0.10937612852624512	-3003.4178464806264	106	58000
57	940.7165513038635	1000	59000	-0.10937612852624512	-3002.6424149879113	107	59000
58	956.9104111194611	1000	60000	-0.10937612852624512	-3002.5830445338866	108	60000
59	973.0974190235138	1000	61000	-0.10937612852624512	-3003.41976070835	109	61000
60	989.2862462997437	1000	62000	-0.10937612852624512	-3003.362218851555	110	62000
61	1005.4744603633881	1000	63000	-0.10937612852624512	-3005.953962432409	111	63000
62	1021.6506721973419	1000	64000	-0.10937612852624512	-3003.8322140493924	112	64000
63	1037.8394491672516	1000	65000	-0.10937612852624512	-3005.5412662524254	113	65000
64	1054.0538642406464	1000	66000	-0.10937612852624512	-3006.249124931755	114	66000
65	1070.2634291648865	1000	67000	-0.10937612852624512	-3005.7513993880034	115	67000
66	1086.4893193244934	1000	68000	-0.10937612852624512	-3001.9113012708804	116	68000
67	1102.7023203372955	1000	69000	-0.10937612852624512	-3002.716874738465	117	69000
68	1118.9057683944702	1000	70000	-0.10937612852624512	-3006.037076816966	118	70000
69	1135.1069521903992	1000	71000	-0.10937612852624512	-3004.1912273925354	119	71000
70	1151.3227200508118	1000	72000	-0.10937612852624512	-3006.7726555733543	120	72000
71	1167.5465910434723	1000	73000	-0.10937612852624512	-3005.3747066727733	121	73000
72	1183.7649731636047	1000	74000	-0.10937612852624512	-3002.3402404007666	122	74000
73	1199.9926991462708	1000	75000	-0.10937612852624512	-3004.315590168827	123	75000
74	1216.2257452011108	1000	76000	-0.10937612852624512	-3004.310721133629	124	76000
75	1232.4304163455963	1000	77000	-0.10937612852624512	-3004.556026376712	125	77000
76	1248.6165640354156	1000	78000	-0.10937612852624512	-3004.7833938527433	126	78000
77	1264.7727553844452	1000	79000	-0.10937612852624512	-3003.889521526152	127	79000
78	1280.97723031044	1000	80000	-0.10937612852624512	-3003.387424445191	128	80000
79	1297.1655633449554	1000	81000	-0.10937612852624512	-2998.503657667331	129	81000
80	1313.363097190857	1000	82000	-0.10937612852624512	-3002.021025245559	130	82000
